"filepath","source_path","tag"
"NKCD16-CD56-/FCT_G691G_6U79.csv","NKCD16-CD56-/FCT_G691G_6U79.csv","Myeloid_panel"
"CD19CD20-/FCT_G599C_6M86.csv","CD19CD20-/FCT_G599C_6M86.csv","Bcells_panel"
"CD19CD20-/FCT_G132B_9D75.csv","CD19CD20-/FCT_G132B_9D75.csv","Bcells_panel"
"CD19CD20-/FCT_G264A_7T75.csv","CD19CD20-/FCT_G264A_7T75.csv","Bcells_panel"
"CD19CD20-/FCT_G081B_3Q52.csv","CD19CD20-/FCT_G081B_3Q52.csv","Bcells_panel"
"CD19CD20-/FCT_G616F_7R52.csv","CD19CD20-/FCT_G616F_7R52.csv","Bcells_panel"
"CD19CD20-/FCT_G613D_5K36.csv","CD19CD20-/FCT_G613D_5K36.csv","Bcells_panel"
"CD19CD20-/FCT_G545E_6B00.csv","CD19CD20-/FCT_G545E_6B00.csv","Bcells_panel"
"CD19CD20-/FCT_G243C_4M66.csv","CD19CD20-/FCT_G243C_4M66.csv","Bcells_panel"
"CD19CD20-/FCT_G317H_5H39.csv","CD19CD20-/FCT_G317H_5H39.csv","Bcells_panel"
"CD19CD20-/FCT_G521E_7S56.csv","CD19CD20-/FCT_G521E_7S56.csv","Bcells_panel"
"CD19CD20-/FCT_G013A_2U65.csv","CD19CD20-/FCT_G013A_2U65.csv","Bcells_panel"
"CD19CD20-/FCT_G045A_2B09.csv","CD19CD20-/FCT_G045A_2B09.csv","Bcells_panel"
"CD19CD20-/FCT_G705A_6S45.csv","CD19CD20-/FCT_G705A_6S45.csv","Bcells_panel"
"CD19CD20-/FCT_G209H_7M04.csv","CD19CD20-/FCT_G209H_7M04.csv","Bcells_panel"
"CD19CD20-/FCT_G601F_8B82.csv","CD19CD20-/FCT_G601F_8B82.csv","Bcells_panel"
"CD19CD20-/FCT_G017E_4L78.csv","CD19CD20-/FCT_G017E_4L78.csv","Bcells_panel"
"CD19CD20-/FCT_G508F_9P28.csv","CD19CD20-/FCT_G508F_9P28.csv","Bcells_panel"
"CD19CD20-/FCT_G373H_5D74.csv","CD19CD20-/FCT_G373H_5D74.csv","Bcells_panel"
"CD19CD20-/FCT_G670E_3J27.csv","CD19CD20-/FCT_G670E_3J27.csv","Bcells_panel"
"CD19CD20-/FCT_G372B_6S35.csv","CD19CD20-/FCT_G372B_6S35.csv","Bcells_panel"
"CD19CD20-/FCT_G216J_4M39.csv","CD19CD20-/FCT_G216J_4M39.csv","Bcells_panel"
"CD19CD20-/FCT_G632D_4J38.csv","CD19CD20-/FCT_G632D_4J38.csv","Bcells_panel"
"CD19CD20-/FCT_G664D_2Q26.csv","CD19CD20-/FCT_G664D_2Q26.csv","Bcells_panel"
"CD19CD20-/FCT_G688E_4K32.csv","CD19CD20-/FCT_G688E_4K32.csv","Bcells_panel"
"CD19CD20-/FCT_G153J_6H41.csv","CD19CD20-/FCT_G153J_6H41.csv","Bcells_panel"
"CD19CD20-/FCT_G135K_3C72.csv","CD19CD20-/FCT_G135K_3C72.csv","Bcells_panel"
"CD19CD20-/FCT_G644H_5F16.csv","CD19CD20-/FCT_G644H_5F16.csv","Bcells_panel"
"CD19CD20-/FCT_G410F_4L61.csv","CD19CD20-/FCT_G410F_4L61.csv","Bcells_panel"
"CD19CD20-/FCT_G151E_8S07.csv","CD19CD20-/FCT_G151E_8S07.csv","Bcells_panel"
"CD19CD20-/FCT_G702H_9Q72.csv","CD19CD20-/FCT_G702H_9Q72.csv","Bcells_panel"
"CD19CD20-/FCT_G231C_2M90.csv","CD19CD20-/FCT_G231C_2M90.csv","Bcells_panel"
"CD19CD20-/FCT_G387J_3U85.csv","CD19CD20-/FCT_G387J_3U85.csv","Bcells_panel"
"CD19CD20-/FCT_G310C_3T45.csv","CD19CD20-/FCT_G310C_3T45.csv","Bcells_panel"
"CD19CD20-/FCT_G548H_5L71.csv","CD19CD20-/FCT_G548H_5L71.csv","Bcells_panel"
"CD19CD20-/FCT_G186B_6T42.csv","CD19CD20-/FCT_G186B_6T42.csv","Bcells_panel"
"CD19CD20-/FCT_G552F_6H22.csv","CD19CD20-/FCT_G552F_6H22.csv","Bcells_panel"
"CD19CD20-/FCT_G672A_1L23.csv","CD19CD20-/FCT_G672A_1L23.csv","Bcells_panel"
"CD19CD20-/FCT_G325E_4T14.csv","CD19CD20-/FCT_G325E_4T14.csv","Bcells_panel"
"CD19CD20-/FCT_G369K_1U36.csv","CD19CD20-/FCT_G369K_1U36.csv","Bcells_panel"
"CD19CD20-/FCT_G493C_1M74.csv","CD19CD20-/FCT_G493C_1M74.csv","Bcells_panel"
"CD19CD20-/FCT_G047F_8S59.csv","CD19CD20-/FCT_G047F_8S59.csv","Bcells_panel"
"CD19CD20-/FCT_G505H_9A80.csv","CD19CD20-/FCT_G505H_9A80.csv","Bcells_panel"
"CD19CD20-/FCT_G158A_5A32.csv","CD19CD20-/FCT_G158A_5A32.csv","Bcells_panel"
"CD19CD20-/FCT_G009C_4U85.csv","CD19CD20-/FCT_G009C_4U85.csv","Bcells_panel"
"CD19CD20-/FCT_G570J_2J69.csv","CD19CD20-/FCT_G570J_2J69.csv","Bcells_panel"
"CD19CD20-/FCT_G404K_2S84.csv","CD19CD20-/FCT_G404K_2S84.csv","Bcells_panel"
"CD19CD20-/FCT_G320G_2M85.csv","CD19CD20-/FCT_G320G_2M85.csv","Bcells_panel"
"CD19CD20-/FCT_G669H_7P69.csv","CD19CD20-/FCT_G669H_7P69.csv","Bcells_panel"
"CD19CD20-/FCT_G049B_4R51.csv","CD19CD20-/FCT_G049B_4R51.csv","Bcells_panel"
"CD19CD20-/FCT_G212B_1C26.csv","CD19CD20-/FCT_G212B_1C26.csv","Bcells_panel"
"CD19CD20-/FCT_G284H_9T32.csv","CD19CD20-/FCT_G284H_9T32.csv","Bcells_panel"
"CD19CD20-/FCT_G109D_8M57.csv","CD19CD20-/FCT_G109D_8M57.csv","Bcells_panel"
"CD19CD20-/FCT_G002B_3K16.csv","CD19CD20-/FCT_G002B_3K16.csv","Bcells_panel"
"CD19CD20-/FCT_G067C_1D97.csv","CD19CD20-/FCT_G067C_1D97.csv","Bcells_panel"
"CD19CD20-/FCT_G658G_5K01.csv","CD19CD20-/FCT_G658G_5K01.csv","Bcells_panel"
"CD19CD20-/FCT_G301E_7R66.csv","CD19CD20-/FCT_G301E_7R66.csv","Bcells_panel"
"CD19CD20-/FCT_G304G_8M87.csv","CD19CD20-/FCT_G304G_8M87.csv","Bcells_panel"
"CD19CD20-/FCT_G253E_4B33.csv","CD19CD20-/FCT_G253E_4B33.csv","Bcells_panel"
"CD19CD20-/FCT_G630K_7T60.csv","CD19CD20-/FCT_G630K_7T60.csv","Bcells_panel"
"CD19CD20-/FCT_G074H_1H06.csv","CD19CD20-/FCT_G074H_1H06.csv","Bcells_panel"
"CD19CD20-/FCT_G543D_6G07.csv","CD19CD20-/FCT_G543D_6G07.csv","Bcells_panel"
"CD19CD20-/FCT_G141F_9Q43.csv","CD19CD20-/FCT_G141F_9Q43.csv","Bcells_panel"
"CD19CD20-/FCT_G640F_3K81.csv","CD19CD20-/FCT_G640F_3K81.csv","Bcells_panel"
"CD19CD20-/FCT_G154G_1G18.csv","CD19CD20-/FCT_G154G_1G18.csv","Bcells_panel"
"CD19CD20-/FCT_G030J_3D84.csv","CD19CD20-/FCT_G030J_3D84.csv","Bcells_panel"
"CD19CD20-/FCT_G709B_3F07.csv","CD19CD20-/FCT_G709B_3F07.csv","Bcells_panel"
"CD19CD20-/FCT_G062D_8T92.csv","CD19CD20-/FCT_G062D_8T92.csv","Bcells_panel"
"CD19CD20-/FCT_G658G_5U47.csv","CD19CD20-/FCT_G658G_5U47.csv","Bcells_panel"
"CD19CD20-/FCT_G296D_4P15.csv","CD19CD20-/FCT_G296D_4P15.csv","Bcells_panel"
"CD19CD20-/FCT_G698J_8F11.csv","CD19CD20-/FCT_G698J_8F11.csv","Bcells_panel"
"CD19CD20-/FCT_G151E_9Q23.csv","CD19CD20-/FCT_G151E_9Q23.csv","Bcells_panel"
"CD19CD20-/FCT_G096B_4C06.csv","CD19CD20-/FCT_G096B_4C06.csv","Bcells_panel"
"CD19CD20-/FCT_G624K_8D06.csv","CD19CD20-/FCT_G624K_8D06.csv","Bcells_panel"
"CD19CD20-/FCT_G349G_2L34.csv","CD19CD20-/FCT_G349G_2L34.csv","Bcells_panel"
"CD19CD20-/FCT_G079E_3C80.csv","CD19CD20-/FCT_G079E_3C80.csv","Bcells_panel"
"CD19CD20-/FCT_G306H_7F64.csv","CD19CD20-/FCT_G306H_7F64.csv","Bcells_panel"
"CD19CD20-/FCT_G150K_9D01.csv","CD19CD20-/FCT_G150K_9D01.csv","Bcells_panel"
"CD19CD20-/FCT_G272D_2H48.csv","CD19CD20-/FCT_G272D_2H48.csv","Bcells_panel"
"CD19CD20-/FCT_G193K_5S31.csv","CD19CD20-/FCT_G193K_5S31.csv","Bcells_panel"
"CD19CD20-/FCT_G138E_9T55.csv","CD19CD20-/FCT_G138E_9T55.csv","Bcells_panel"
"CD19CD20-/FCT_G408C_6A25.csv","CD19CD20-/FCT_G408C_6A25.csv","Bcells_panel"
"CD19CD20-/FCT_G595K_3B24.csv","CD19CD20-/FCT_G595K_3B24.csv","Bcells_panel"
"CD19CD20-/FCT_G611B_8G85.csv","CD19CD20-/FCT_G611B_8G85.csv","Bcells_panel"
"CD19CD20-/FCT_G492K_2D88.csv","CD19CD20-/FCT_G492K_2D88.csv","Bcells_panel"
"CD19CD20-/FCT_G495F_1F22.csv","CD19CD20-/FCT_G495F_1F22.csv","Bcells_panel"
"CD19CD20-/FCT_G501C_4S05.csv","CD19CD20-/FCT_G501C_4S05.csv","Bcells_panel"
"CD19CD20-/FCT_G168C_3H86.csv","CD19CD20-/FCT_G168C_3H86.csv","Bcells_panel"
"CD19CD20-/FCT_G056G_4J23.csv","CD19CD20-/FCT_G056G_4J23.csv","Bcells_panel"
"CD19CD20-/FCT_G291H_5T02.csv","CD19CD20-/FCT_G291H_5T02.csv","Bcells_panel"
"CD19CD20-/FCT_G116C_1B93.csv","CD19CD20-/FCT_G116C_1B93.csv","Bcells_panel"
"CD19CD20-/FCT_G073K_4F05.csv","CD19CD20-/FCT_G073K_4F05.csv","Bcells_panel"
"CD19CD20-/FCT_G132B_9H53.csv","CD19CD20-/FCT_G132B_9H53.csv","Bcells_panel"
"CD19CD20-/FCT_G374F_7C68.csv","CD19CD20-/FCT_G374F_7C68.csv","Bcells_panel"
"CD19CD20-/FCT_G558C_1K12.csv","CD19CD20-/FCT_G558C_1K12.csv","Bcells_panel"
"CD19CD20-/FCT_G224E_4R86.csv","CD19CD20-/FCT_G224E_4R86.csv","Bcells_panel"
"CD19CD20-/FCT_G464E_3Q78.csv","CD19CD20-/FCT_G464E_3Q78.csv","Bcells_panel"
"CD19CD20-/FCT_G685K_3L02.csv","CD19CD20-/FCT_G685K_3L02.csv","Bcells_panel"
"CD19CD20-/FCT_G497J_6G06.csv","CD19CD20-/FCT_G497J_6G06.csv","Bcells_panel"
"CD19CD20-/FCT_G490H_2Q35.csv","CD19CD20-/FCT_G490H_2Q35.csv","Bcells_panel"
"CD19CD20-/FCT_G012F_6T06.csv","CD19CD20-/FCT_G012F_6T06.csv","Bcells_panel"
"CD19CD20-/FCT_G073K_3U13.csv","CD19CD20-/FCT_G073K_3U13.csv","Bcells_panel"
"CD19CD20-/FCT_G237D_7F98.csv","CD19CD20-/FCT_G237D_7F98.csv","Bcells_panel"
"CD19CD20-/FCT_G092A_6F58.csv","CD19CD20-/FCT_G092A_6F58.csv","Bcells_panel"
"CD19CD20-/FCT_G696K_3U66.csv","CD19CD20-/FCT_G696K_3U66.csv","Bcells_panel"
"CD19CD20-/FCT_G514C_2A30.csv","CD19CD20-/FCT_G514C_2A30.csv","Bcells_panel"
"CD19CD20-/FCT_G166D_6H72.csv","CD19CD20-/FCT_G166D_6H72.csv","Bcells_panel"
"CD19CD20-/FCT_G152D_3L09.csv","CD19CD20-/FCT_G152D_3L09.csv","Bcells_panel"
"CD19CD20-/FCT_G129B_5J77.csv","CD19CD20-/FCT_G129B_5J77.csv","Bcells_panel"
"CD19CD20-/FCT_G519B_7B45.csv","CD19CD20-/FCT_G519B_7B45.csv","Bcells_panel"
"CD19CD20-/FCT_G093G_4Q00.csv","CD19CD20-/FCT_G093G_4Q00.csv","Bcells_panel"
"CD19CD20-/FCT_G455K_1P55.csv","CD19CD20-/FCT_G455K_1P55.csv","Bcells_panel"
"CD19CD20-/FCT_G036C_9S26.csv","CD19CD20-/FCT_G036C_9S26.csv","Bcells_panel"
"CD19CD20-/FCT_G215K_2Q00.csv","CD19CD20-/FCT_G215K_2Q00.csv","Bcells_panel"
"CD19CD20-/FCT_G173D_7B58.csv","CD19CD20-/FCT_G173D_7B58.csv","Bcells_panel"
